2020-12-01 17:18:38,222 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-12-01 17:18:38,239 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-12-01 17:18:38,240 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2020-12-01 17:18:38,241 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2020-12-01 17:18:38,264 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2020-12-01 17:18:38,264 INFO  SwAddin.cs: 197 - Setting up callbacks
2020-12-01 17:18:38,265 INFO  SwAddin.cs: 201 - Setting up command manager
2020-12-01 17:18:38,265 INFO  SwAddin.cs: 204 - Adding command manager
2020-12-01 17:18:38,267 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2020-12-01 17:18:38,268 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2020-12-01 17:18:38,268 INFO  SwAddin.cs: 210 - Adding event handlers
2020-12-01 17:18:38,278 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2020-12-01 17:59:22,532 INFO  SwAddin.cs: 294 - Assembly export called for file spotmicro_proprio_dachshund_assem_urdf
2020-12-01 17:59:24,580 INFO  SwAddin.cs: 313 - Saving assembly
2020-12-01 17:59:24,888 INFO  SwAddin.cs: 316 - Opening property manager
2020-12-01 17:59:24,895 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from spotmicro_proprio_dachshund_assem_urdf
2020-12-01 17:59:24,900 INFO  ExportHelperExtension.cs: 1136 - Found 66 in spotmicro_proprio_dachshund_assem_urdf
2020-12-01 17:59:24,900 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in spotmicro_proprio_dachshund_assem_urdf
2020-12-01 17:59:24,900 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2020-12-01 17:59:24,901 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2020-12-01 17:59:24,902 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from upper_leg_short-2
2020-12-01 17:59:24,902 INFO  ExportHelperExtension.cs: 1136 - Found 53 in upper_leg_short-2
2020-12-01 17:59:24,903 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in upper_leg_short-2
2020-12-01 17:59:24,903 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from lower_leg_short-1
2020-12-01 17:59:24,903 INFO  ExportHelperExtension.cs: 1136 - Found 36 in lower_leg_short-1
2020-12-01 17:59:24,903 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in lower_leg_short-1
2020-12-01 17:59:24,904 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from lower_leg_short-4
2020-12-01 17:59:24,904 INFO  ExportHelperExtension.cs: 1136 - Found 36 in lower_leg_short-4
2020-12-01 17:59:24,904 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in lower_leg_short-4
2020-12-01 17:59:24,904 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from lower_leg_short-3
2020-12-01 17:59:24,905 INFO  ExportHelperExtension.cs: 1136 - Found 36 in lower_leg_short-3
2020-12-01 17:59:24,905 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in lower_leg_short-3
2020-12-01 17:59:24,905 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hip_right-1
2020-12-01 17:59:24,905 INFO  ExportHelperExtension.cs: 1136 - Found 38 in hip_right-1
